Station Id;Date Timestamp [UTC];Date Txt [UTC]; Average Wind Speed [nds];Min Wind Speed [nds];Max Wind Speed [nds];Wind Direction [degree];Wind Direction [txt]
2;1652361087;2022-05-12 15:11;14;13;16;225;SO;
2;1652361201;2022-05-12 15:13;14;13;16;225;SO;
2;1652361317;2022-05-12 15:15;13;13;14;225;SO;
2;1652361482;2022-05-12 15:18;14;13;16;225;SO;
2;1652361595;2022-05-12 15:19;16;13;16;225;SO;
2;1652361707;2022-05-12 15:21;14;13;17;225;SO;
2;1652361820;2022-05-12 15:23;14;13;16;225;SO;
2;1652361937;2022-05-12 15:25;16;14;16;225;SO;
2;1652362053;2022-05-12 15:27;16;13;17;225;SO;
2;1652362168;2022-05-12 15:29;16;16;18;225;SO;
2;1652362289;2022-05-12 15:31;16;13;18;225;SO;
2;1652362402;2022-05-12 15:33;16;14;17;225;SO;
2;1652362517;2022-05-12 15:35;16;14;17;225;SO;
2;1652362684;2022-05-12 15:38;16;14;18;225;SO;
2;1652362797;2022-05-12 15:39;17;16;17;225;SO;
2;1652362913;2022-05-12 15:41;16;14;18;225;SO;
2;1652363026;2022-05-12 15:43;17;16;17;225;SO;
2;1652363141;2022-05-12 15:45;17;16;18;225;SO;
2;1652363259;2022-05-12 15:47;17;16;18;225;SO;
2;1652363373;2022-05-12 15:49;17;17;18;225;SO;
2;1652363489;2022-05-12 15:51;18;17;20;225;SO;
2;1652363604;2022-05-12 15:53;18;17;18;225;SO;
2;1652363717;2022-05-12 15:55;17;16;18;225;SO;
2;1652363885;2022-05-12 15:58;16;14;18;225;SO;
2;1652364000;2022-05-12 16:00;17;16;17;225;SO;
2;1652364133;2022-05-12 16:02;17;16;18;225;SO;
2;1652364247;2022-05-12 16:04;18;17;18;225;SO;
2;1652364361;2022-05-12 16:06;17;17;18;225;SO;
2;1652364473;2022-05-12 16:07;17;16;20;225;SO;
2;1652364590;2022-05-12 16:09;18;17;20;225;SO;
2;1652364703;2022-05-12 16:11;17;16;18;225;SO;
2;1652364818;2022-05-12 16:13;17;16;18;225;SO;
2;1652365088;2022-05-12 16:18;16;14;18;225;SO;
2;1652365205;2022-05-12 16:20;16;13;16;225;SO;
2;1652365317;2022-05-12 16:21;17;16;18;225;SO;
2;1652365431;2022-05-12 16:23;17;14;18;225;SO;
2;1652365548;2022-05-12 16:25;17;14;18;225;SO;
2;1652365663;2022-05-12 16:27;17;16;18;225;SO;
2;1652365777;2022-05-12 16:29;17;16;18;225;SO;
2;1652365891;2022-05-12 16:31;17;16;18;225;SO;
2;1652366007;2022-05-12 16:33;17;14;18;225;SO;
2;1652366122;2022-05-12 16:35;17;14;18;225;SO;
2;1652366248;2022-05-12 16:37;18;16;20;225;SO;
2;1652366363;2022-05-12 16:39;18;17;20;225;SO;
2;1652366478;2022-05-12 16:41;17;16;18;225;SO;
2;1652366645;2022-05-12 16:44;17;16;20;225;SO;
2;1652366758;2022-05-12 16:45;18;14;20;225;SO;
2;1652366872;2022-05-12 16:47;17;16;18;225;SO;
2;1652366987;2022-05-12 16:49;18;17;20;225;SO;
2;1652367100;2022-05-12 16:51;18;18;21;225;SO;
2;1652367215;2022-05-12 16:53;17;16;20;225;SO;
2;1652367343;2022-05-12 16:55;17;16;18;225;SO;
2;1652367615;2022-05-12 17:00;17;16;20;225;SO;
2;1652367728;2022-05-12 17:02;17;16;20;225;SO;
2;1652367845;2022-05-12 17:04;17;16;18;225;SO;
2;1652367957;2022-05-12 17:05;17;16;20;225;SO;
2;1652368069;2022-05-12 17:07;18;16;20;225;SO;
2;1652368184;2022-05-12 17:09;17;16;18;225;SO;
2;1652368297;2022-05-12 17:11;18;17;20;225;SO;
2;1652368412;2022-05-12 17:13;17;16;18;225;SO;
2;1652368527;2022-05-12 17:15;17;16;18;225;SO;
2;1652368639;2022-05-12 17:17;17;16;18;225;SO;
2;1652368792;2022-05-12 17:19;17;16;18;225;SO;
2;1652368912;2022-05-12 17:21;16;14;17;225;SO;
2;1652369025;2022-05-12 17:23;17;16;18;225;SO;
2;1652369140;2022-05-12 17:25;17;17;18;225;SO;
2;1652369253;2022-05-12 17:27;17;16;18;225;SO;
2;1652369382;2022-05-12 17:29;17;17;18;225;SO;
2;1652369513;2022-05-12 17:31;3;3;5;225;SO;
2;1652369630;2022-05-12 17:33;17;16;18;225;SO;
2;1652369744;2022-05-12 17:35;16;16;17;225;SO;
2;1652369862;2022-05-12 17:37;16;14;16;225;SO;
2;1652369980;2022-05-12 17:39;17;16;20;225;SO;
2;1652370097;2022-05-12 17:41;17;17;18;225;SO;
2;1652370213;2022-05-12 17:43;17;14;17;225;SO;
2;1652370326;2022-05-12 17:45;17;16;18;225;SO;
2;1652370441;2022-05-12 17:47;18;16;18;225;SO;
2;1652370560;2022-05-12 17:49;17;16;18;225;SO;
2;1652370727;2022-05-12 17:52;17;16;18;225;SO;
2;1652370840;2022-05-12 17:54;18;16;20;225;SO;
2;1652370957;2022-05-12 17:55;17;14;17;225;SO;
2;1652371071;2022-05-12 17:57;17;14;18;225;SO;
2;1652371186;2022-05-12 17:59;17;16;18;225;SO;
2;1652371302;2022-05-12 18:01;17;16;18;225;SO;
2;1652371415;2022-05-12 18:03;17;16;18;225;SO;
2;1652371530;2022-05-12 18:05;17;16;20;225;SO;
2;1652371642;2022-05-12 18:07;17;16;18;225;SO;
2;1652371756;2022-05-12 18:09;17;16;18;225;SO;
2;1652371924;2022-05-12 18:12;17;16;20;225;SO;
2;1652372037;2022-05-12 18:13;17;16;20;225;SO;
2;1652372149;2022-05-12 18:15;18;17;20;225;SO;
2;1652372263;2022-05-12 18:17;17;16;18;225;SO;
2;1652372380;2022-05-12 18:19;17;17;18;225;SO;
2;1652372492;2022-05-12 18:21;18;18;20;225;SO;
2;1652372607;2022-05-12 18:23;18;17;20;225;SO;
2;1652372720;2022-05-12 18:25;18;17;21;225;SO;
2;1652372835;2022-05-12 18:27;18;17;21;225;SO;
2;1652372998;2022-05-12 18:29;18;17;20;225;SO;
2;1652373111;2022-05-12 18:31;18;17;20;225;SO;
2;1652373226;2022-05-12 18:33;18;17;20;225;SO;
2;1652373339;2022-05-12 18:35;18;16;20;225;SO;
2;1652373453;2022-05-12 18:37;18;18;20;225;SO;
2;1652373570;2022-05-12 18:39;18;16;20;225;SO;
2;1652373683;2022-05-12 18:41;18;17;20;225;SO;
2;1652373799;2022-05-12 18:43;18;17;20;225;SO;
2;1652373964;2022-05-12 18:46;17;16;20;225;SO;
2;1652374079;2022-05-12 18:47;18;17;20;225;SO;
2;1652374196;2022-05-12 18:49;17;16;20;225;SO;
2;1652374310;2022-05-12 18:51;17;16;18;225;SO;
2;1652374582;2022-05-12 18:56;17;16;18;225;SO;
2;1652374798;2022-05-12 18:59;17;16;20;225;SO;
2;1652374913;2022-05-12 19:01;18;17;18;225;SO;
2;1652375026;2022-05-12 19:03;17;16;18;225;SO;
2;1652375139;2022-05-12 19:05;18;16;20;225;SO;
2;1652375253;2022-05-12 19:07;17;16;20;225;SO;
2;1652375526;2022-05-12 19:12;17;16;18;225;SO;
2;1652375638;2022-05-12 19:13;17;16;18;225;SO;
2;1652375753;2022-05-12 19:15;17;14;20;225;SO;
2;1652375870;2022-05-12 19:17;17;16;18;225;SO;
2;1652376000;2022-05-12 19:20;17;16;20;225;SO;
2;1652376113;2022-05-12 19:21;17;16;18;225;SO;
2;1652376226;2022-05-12 19:23;18;16;20;225;SO;
2;1652376342;2022-05-12 19:25;17;16;20;225;SO;
2;1652376454;2022-05-12 19:27;17;14;18;225;SO;
2;1652376570;2022-05-12 19:29;17;17;20;225;SO;
2;1652376684;2022-05-12 19:31;16;16;17;225;SO;
2;1652376797;2022-05-12 19:33;17;17;17;225;SO;
2;1652376961;2022-05-12 19:36;16;13;17;225;SO;
2;1652377077;2022-05-12 19:37;16;14;18;225;SO;
2;1652377192;2022-05-12 19:39;17;16;18;225;SO;
2;1652377308;2022-05-12 19:41;16;14;17;225;SO;
2;1652377423;2022-05-12 19:43;17;16;18;225;SO;
2;1652377540;2022-05-12 19:45;17;14;17;225;SO;
2;1652377661;2022-05-12 19:47;17;16;18;225;SO;
2;1652377775;2022-05-12 19:49;16;14;17;225;SO;
2;1652377890;2022-05-12 19:51;17;17;18;225;SO;
2;1652378006;2022-05-12 19:53;18;17;18;225;SO;
2;1652378121;2022-05-12 19:55;16;14;16;225;SO;
2;1652378234;2022-05-12 19:57;18;17;20;225;SO;
2;1652378405;2022-05-12 20:00;16;13;20;225;SO;
2;1652378529;2022-05-12 20:02;17;14;18;225;SO;
2;1652378646;2022-05-12 20:04;17;16;20;225;SO;
2;1652378760;2022-05-12 20:06;17;14;17;225;SO;
2;1652378873;2022-05-12 20:07;17;14;18;225;SO;
2;1652378989;2022-05-12 20:09;17;16;18;225;SO;
2;1652379102;2022-05-12 20:11;16;14;18;225;SO;
2;1652379216;2022-05-12 20:13;14;13;16;225;SO;
2;1652379330;2022-05-12 20:15;16;14;18;225;SO;
2;1652379443;2022-05-12 20:17;14;14;16;225;SO;
2;1652379557;2022-05-12 20:19;17;14;18;225;SO;
2;1652379722;2022-05-12 20:22;16;14;18;225;SO;
2;1652379835;2022-05-12 20:23;16;14;17;225;SO;
2;1652379953;2022-05-12 20:25;16;13;17;225;SO;
2;1652380066;2022-05-12 20:27;16;14;17;225;SO;
2;1652380179;2022-05-12 20:29;16;16;17;225;SO;
2;1652380295;2022-05-12 20:31;16;14;17;225;SO;
2;1652380408;2022-05-12 20:33;17;16;18;225;SO;
2;1652380521;2022-05-12 20:35;16;14;17;225;SO;
2;1652380636;2022-05-12 20:37;14;13;16;225;SO;
2;1652380813;2022-05-12 20:40;16;14;18;225;SO;
2;1652380926;2022-05-12 20:42;17;14;17;225;SO;
2;1652381044;2022-05-12 20:44;16;14;17;225;SO;
2;1652381159;2022-05-12 20:45;16;14;17;225;SO;
2;1652381274;2022-05-12 20:47;16;14;17;225;SO;
2;1652381391;2022-05-12 20:49;16;14;17;225;SO;
2;1652381504;2022-05-12 20:51;16;14;18;225;SO;
2;1652381618;2022-05-12 20:53;16;14;16;225;SO;
2;1652381734;2022-05-12 20:55;16;16;17;225;SO;
2;1652381850;2022-05-12 20:57;16;14;17;225;SO;
2;1652381968;2022-05-12 20:59;16;13;16;225;SO;
2;1652382081;2022-05-12 21:01;16;14;18;225;SO;
2;1652382194;2022-05-12 21:03;16;14;17;225;SO;
2;1652382359;2022-05-12 21:05;16;13;17;225;SO;
2;1652382473;2022-05-12 21:07;16;16;17;225;SO;
2;1652382587;2022-05-12 21:09;16;14;17;225;SO;
2;1652382702;2022-05-12 21:11;14;13;16;225;SO;
2;1652382815;2022-05-12 21:13;14;13;17;225;SO;
2;1652382930;2022-05-12 21:15;14;13;16;225;SO;
2;1652383044;2022-05-12 21:17;16;14;16;225;SO;
2;1652383157;2022-05-12 21:19;14;13;16;225;SO;
2;1652383322;2022-05-12 21:22;14;13;16;225;SO;
2;1652383436;2022-05-12 21:23;14;13;16;225;SO;
2;1652383550;2022-05-12 21:25;14;12;16;225;SO;
2;1652383667;2022-05-12 21:27;13;12;14;225;SO;
2;1652383781;2022-05-12 21:29;16;13;16;225;SO;
2;1652383895;2022-05-12 21:31;14;14;16;225;SO;
2;1652384011;2022-05-12 21:33;14;13;16;225;SO;
2;1652384124;2022-05-12 21:35;14;13;16;225;SO;
2;1652384240;2022-05-12 21:37;14;13;16;225;SO;
2;1652384354;2022-05-12 21:39;14;13;16;225;SO;
2;1652384517;2022-05-12 21:41;13;12;16;225;SO;
2;1652384632;2022-05-12 21:43;14;14;16;225;SO;
2;1652384748;2022-05-12 21:45;14;13;16;225;SO;
2;1652384863;2022-05-12 21:47;16;14;16;225;SO;
2;1652384980;2022-05-12 21:49;14;13;17;225;SO;
2;1652385095;2022-05-12 21:51;14;13;16;225;SO;
2;1652385209;2022-05-12 21:53;13;13;13;225;SO;
2;1652385323;2022-05-12 21:55;13;13;14;225;SO;
2;1652385437;2022-05-12 21:57;14;13;16;225;SO;
2;1652385603;2022-05-12 22:00;13;13;14;225;SO;
2;1652385717;2022-05-12 22:01;14;13;16;225;SO;
2;1652385831;2022-05-12 22:03;13;13;14;225;SO;
2;1652385945;2022-05-12 22:05;13;12;14;225;SO;
2;1652386060;2022-05-12 22:07;14;13;14;225;SO;
2;1652386174;2022-05-12 22:09;13;12;14;225;SO;
2;1652386290;2022-05-12 22:11;13;13;14;225;SO;
2;1652386403;2022-05-12 22:13;13;12;16;225;SO;
2;1652386517;2022-05-12 22:15;14;12;16;225;SO;
2;1652386684;2022-05-12 22:18;13;12;14;225;SO;
2;1652386957;2022-05-12 22:22;12;10;13;225;SO;
2;1652387160;2022-05-12 22:26;13;12;14;225;SO;
2;1652387274;2022-05-12 22:27;13;12;14;225;SO;
2;1652387390;2022-05-12 22:29;13;13;14;225;SO;
2;1652387657;2022-05-12 22:34;12;10;14;225;SO;
2;1652387777;2022-05-12 22:36;13;12;14;225;SO;
2;1652387892;2022-05-12 22:38;13;12;14;225;SO;
2;1652388005;2022-05-12 22:40;13;12;13;225;SO;
2;1652388121;2022-05-12 22:42;12;10;13;225;SO;
2;1652388235;2022-05-12 22:43;12;10;13;225;SO;
2;1652388350;2022-05-12 22:45;13;12;13;225;SO;
2;1652388466;2022-05-12 22:47;12;10;13;225;SO;
2;1652388580;2022-05-12 22:49;12;10;14;225;SO;
2;1652388695;2022-05-12 22:51;13;12;13;225;SO;
2;1652388809;2022-05-12 22:53;12;12;13;225;SO;
2;1652388924;2022-05-12 22:55;12;10;13;225;SO;
2;1652389039;2022-05-12 22:57;12;10;13;225;SO;
2;1652389194;2022-05-12 22:59;12;10;13;225;SO;
2;1652389308;2022-05-12 23:01;12;10;12;225;SO;
2;1652389423;2022-05-12 23:03;12;10;13;225;SO;
2;1652389536;2022-05-12 23:05;12;9;12;225;SO;
2;1652389650;2022-05-12 23:07;12;10;13;225;SO;
2;1652389780;2022-05-12 23:09;12;10;12;225;SO;
2;1652390049;2022-05-12 23:14;12;10;13;225;SO;
2;1652390177;2022-05-12 23:16;12;10;12;225;SO;
2;1652390289;2022-05-12 23:18;12;10;12;225;SO;
2;1652390404;2022-05-12 23:20;10;9;12;225;SO;
2;1652390516;2022-05-12 23:21;10;9;10;225;SO;
2;1652390629;2022-05-12 23:23;10;9;12;225;SO;
2;1652390747;2022-05-12 23:25;10;9;12;225;SO;
2;1652390863;2022-05-12 23:27;10;10;12;225;SO;
2;1652390978;2022-05-12 23:29;10;10;12;225;SO;
2;1652391094;2022-05-12 23:31;12;10;12;225;SO;
2;1652391209;2022-05-12 23:33;12;10;12;225;SO;
2;1652391324;2022-05-12 23:35;10;9;10;225;SO;
2;1652391438;2022-05-12 23:37;12;12;13;225;SO;
2;1652391604;2022-05-12 23:40;10;10;12;225;SO;
2;1652391720;2022-05-12 23:42;12;10;12;225;SO;
2;1652391833;2022-05-12 23:43;12;10;12;225;SO;
2;1652391950;2022-05-12 23:45;12;10;13;225;SO;
2;1652392066;2022-05-12 23:47;12;10;13;225;SO;
2;1652392180;2022-05-12 23:49;13;10;13;225;SO;
2;1652392293;2022-05-12 23:51;12;10;13;225;SO;
2;1652392407;2022-05-12 23:53;12;10;12;225;SO;
2;1652392524;2022-05-12 23:55;12;10;13;225;SO;
2;1652392795;2022-05-12 23:59;13;12;14;225;SO;
2;1652392909;2022-05-13 00:01;12;12;13;225;SO;
2;1652393023;2022-05-13 00:03;12;10;13;225;SO;
2;1652393138;2022-05-13 00:05;13;12;13;225;SO;
2;1652393252;2022-05-13 00:07;12;12;13;225;SO;
2;1652393368;2022-05-13 00:09;12;12;13;225;SO;
2;1652393481;2022-05-13 00:11;12;12;13;225;SO;
2;1652393595;2022-05-13 00:13;12;12;13;225;SO;
2;1652393760;2022-05-13 00:16;12;10;12;225;SO;
2;1652393873;2022-05-13 00:17;12;12;13;225;SO;
2;1652393986;2022-05-13 00:19;12;12;13;225;SO;
2;1652394102;2022-05-13 00:21;10;10;12;225;SO;
2;1652394215;2022-05-13 00:23;12;10;12;225;SO;
2;1652394334;2022-05-13 00:25;12;10;12;225;SO;
2;1652394447;2022-05-13 00:27;12;10;12;225;SO;
2;1652394560;2022-05-13 00:29;12;12;12;225;SO;
2;1652394674;2022-05-13 00:31;10;9;12;225;SO;
2;1652394837;2022-05-13 00:33;12;9;12;225;SO;
2;1652394953;2022-05-13 00:35;10;9;10;225;SO;
2;1652395068;2022-05-13 00:37;11;9;11;270;O;
2;1652395181;2022-05-13 00:39;11;9;11;270;O;
2;1652395294;2022-05-13 00:41;12;10;12;225;SO;
2;1652395410;2022-05-13 00:43;11;9;12;270;O;
2;1652395525;2022-05-13 00:45;11;11;12;270;O;
2;1652395640;2022-05-13 00:47;10;10;12;225;SO;
2;1652395754;2022-05-13 00:49;9;8;10;225;SO;
2;1652395921;2022-05-13 00:52;10;9;12;225;SO;
2;1652396038;2022-05-13 00:53;10;9;13;225;SO;
2;1652396156;2022-05-13 00:55;10;10;12;225;SO;
2;1652396269;2022-05-13 00:57;12;10;12;225;SO;
2;1652396386;2022-05-13 00:59;12;10;12;225;SO;
2;1652396656;2022-05-13 01:04;10;9;13;225;SO;
2;1652396771;2022-05-13 01:06;12;10;12;225;SO;
2;1652396885;2022-05-13 01:08;12;10;13;225;SO;
2;1652397001;2022-05-13 01:10;13;12;13;225;SO;
2;1652397113;2022-05-13 01:11;12;10;12;225;SO;
2;1652397227;2022-05-13 01:13;10;10;12;225;SO;
2;1652397344;2022-05-13 01:15;12;12;13;225;SO;
2;1652397459;2022-05-13 01:17;12;10;13;225;SO;
2;1652397573;2022-05-13 01:19;12;12;13;225;SO;
2;1652397689;2022-05-13 01:21;12;12;13;225;SO;
2;1652397802;2022-05-13 01:23;12;11;12;270;O;
2;1652397918;2022-05-13 01:25;12;12;13;225;SO;
2;1652398083;2022-05-13 01:28;12;12;12;225;SO;
2;1652398196;2022-05-13 01:29;10;10;12;225;SO;
2;1652398311;2022-05-13 01:31;10;9;10;225;SO;
2;1652398426;2022-05-13 01:33;10;9;12;225;SO;
2;1652398542;2022-05-13 01:35;10;9;10;225;SO;
2;1652398659;2022-05-13 01:37;10;9;10;225;SO;
2;1652398774;2022-05-13 01:39;10;9;10;225;SO;
2;1652398887;2022-05-13 01:41;9;9;10;225;SO;
2;1652399002;2022-05-13 01:43;10;9;10;225;SO;
2;1652399116;2022-05-13 01:45;10;9;10;225;SO;
2;1652399282;2022-05-13 01:48;10;10;12;225;SO;
2;1652399397;2022-05-13 01:49;10;9;12;225;SO;
2;1652399511;2022-05-13 01:51;9;9;10;225;SO;
2;1652399625;2022-05-13 01:53;10;9;12;225;SO;
2;1652399740;2022-05-13 01:55;10;10;10;225;SO;
2;1652399854;2022-05-13 01:57;9;9;10;225;SO;
2;1652399972;2022-05-13 01:59;9;9;10;225;SO;
2;1652407448;2022-05-13 04:04;8;7;9;225;SO;
2;1652414794;2022-05-13 06:06;1;1;3;225;SO;
2;1652422121;2022-05-13 08:08;3;3;3;270;O;
2;1652422316;2022-05-13 08:11;1;1;3;270;O;
2;1652422432;2022-05-13 08:13;0;0;0;270;O;
2;1652422544;2022-05-13 08:15;3;3;3;270;O;
2;1652422658;2022-05-13 08:17;3;1;3;270;O;
2;1652422774;2022-05-13 08:19;1;0;3;270;O;
2;1652422888;2022-05-13 08:21;1;0;3;270;O;
2;1652423002;2022-05-13 08:23;3;1;3;270;O;
2;1652423132;2022-05-13 08:25;1;1;3;270;O;
2;1652423247;2022-05-13 08:27;0;0;0;270;O;
2;1652423363;2022-05-13 08:29;1;1;3;270;O;
2;1652423631;2022-05-13 08:33;1;1;3;270;O;
2;1652423746;2022-05-13 08:35;3;1;3;270;O;
2;1652423861;2022-05-13 08:37;1;1;3;270;O;
2;1652423975;2022-05-13 08:39;3;3;4;270;O;
2;1652424090;2022-05-13 08:41;1;1;3;270;O;
2;1652424203;2022-05-13 08:43;1;1;1;270;O;
2;1652424320;2022-05-13 08:45;3;3;4;270;O;
2;1652424473;2022-05-13 08:47;4;4;5;270;O;
2;1652424587;2022-05-13 08:49;3;3;4;270;O;
2;1652424703;2022-05-13 08:51;1;1;3;270;O;
2;1652424817;2022-05-13 08:53;1;1;3;270;O;
2;1652424931;2022-05-13 08:55;1;1;1;270;O;
2;1652425048;2022-05-13 08:57;1;0;1;270;O;
2;1652425163;2022-05-13 08:59;0;0;0;270;O;
2;1652425277;2022-05-13 09:01;0;0;0;270;O;
2;1652425442;2022-05-13 09:04;0;0;0;270;O;
2;1652425555;2022-05-13 09:05;1;0;1;270;O;
2;1652425670;2022-05-13 09:07;0;0;0;270;O;
2;1652425785;2022-05-13 09:09;0;0;0;270;O;
2;1652425902;2022-05-13 09:11;0;0;0;270;O;
2;1652426018;2022-05-13 09:13;0;0;0;270;O;
2;1652426132;2022-05-13 09:15;0;0;0;270;O;
2;1652426247;2022-05-13 09:17;0;0;0;270;O;
2;1652426363;2022-05-13 09:19;0;0;0;270;O;
2;1652426478;2022-05-13 09:21;0;0;0;270;O;
2;1652426643;2022-05-13 09:24;0;0;0;270;O;
2;1652426760;2022-05-13 09:26;0;0;0;270;O;
2;1652426874;2022-05-13 09:27;0;0;0;270;O;
2;1652426991;2022-05-13 09:29;0;0;0;270;O;
2;1652427105;2022-05-13 09:31;1;0;1;270;O;
2;1652427220;2022-05-13 09:33;0;0;0;270;O;
2;1652427335;2022-05-13 09:35;1;1;1;270;O;
2;1652427450;2022-05-13 09:37;0;0;0;270;O;
2;1652427564;2022-05-13 09:39;0;0;0;270;O;
2;1652427700;2022-05-13 09:41;4;0;5;270;O;
2;1652427813;2022-05-13 09:43;5;5;5;270;O;
2;1652427927;2022-05-13 09:45;5;5;5;270;O;
2;1652428046;2022-05-13 09:47;5;5;7;270;O;
2;1652428161;2022-05-13 09:49;5;5;7;270;O;
2;1652428275;2022-05-13 09:51;5;5;7;270;O;
2;1652428443;2022-05-13 09:54;5;4;7;270;O;
2;1652428558;2022-05-13 09:55;7;7;8;270;O;
2;1652428673;2022-05-13 09:57;7;7;8;270;O;
2;1652428787;2022-05-13 09:59;7;7;8;270;O;
2;1652428900;2022-05-13 10:01;7;7;7;270;O;
2;1652429016;2022-05-13 10:03;7;7;8;270;O;
2;1652429131;2022-05-13 10:05;7;5;7;270;O;
2;1652429244;2022-05-13 10:07;7;7;7;270;O;
2;1652429360;2022-05-13 10:09;7;5;7;270;O;
2;1652429513;2022-05-13 10:11;7;5;8;270;O;
2;1652429627;2022-05-13 10:13;7;7;8;270;O;
2;1652429744;2022-05-13 10:15;7;7;8;270;O;
2;1652429859;2022-05-13 10:17;8;7;8;270;O;
2;1652429974;2022-05-13 10:19;8;8;8;270;O;
2;1652430087;2022-05-13 10:21;7;7;8;270;O;
2;1652430201;2022-05-13 10:23;8;7;8;270;O;
2;1652430316;2022-05-13 10:25;7;7;8;270;O;
2;1652430480;2022-05-13 10:28;7;5;8;270;O;
2;1652430607;2022-05-13 10:30;7;7;8;270;O;
2;1652430722;2022-05-13 10:32;7;7;7;270;O;
2;1652430837;2022-05-13 10:33;7;5;8;270;O;
2;1652430950;2022-05-13 10:35;7;5;7;270;O;
2;1652431065;2022-05-13 10:37;7;5;7;270;O;
2;1652431179;2022-05-13 10:39;7;7;8;270;O;
2;1652431295;2022-05-13 10:41;7;5;7;270;O;
2;1652431409;2022-05-13 10:43;7;5;8;270;O;
2;1652431524;2022-05-13 10:45;8;7;8;270;O;
2;1652431642;2022-05-13 10:47;7;7;8;270;O;
2;1652431755;2022-05-13 10:49;7;5;8;270;O;
2;1652431919;2022-05-13 10:51;8;7;8;270;O;
2;1652432034;2022-05-13 10:53;8;7;8;270;O;
2;1652432303;2022-05-13 10:58;8;7;9;270;O;
2;1652432520;2022-05-13 11:02;8;7;9;270;O;
2;1652432632;2022-05-13 11:03;8;8;9;270;O;
2;1652432747;2022-05-13 11:05;8;8;9;270;O;
2;1652432860;2022-05-13 11:07;9;8;9;270;O;
2;1652432980;2022-05-13 11:09;8;8;9;270;O;
2;1652433095;2022-05-13 11:11;9;8;11;270;O;
2;1652433208;2022-05-13 11:13;9;9;11;270;O;
2;1652433323;2022-05-13 11:15;9;8;11;270;O;
2;1652433440;2022-05-13 11:17;9;9;9;225;SO;
2;1652433598;2022-05-13 11:19;9;8;10;225;SO;
2;1652433713;2022-05-13 11:21;9;8;10;225;SO;
2;1652433827;2022-05-13 11:23;8;8;9;225;SO;
2;1652433941;2022-05-13 11:25;9;9;10;225;SO;
2;1652434057;2022-05-13 11:27;9;9;9;225;SO;
2;1652434170;2022-05-13 11:29;9;8;9;225;SO;
2;1652434284;2022-05-13 11:31;9;8;10;225;SO;
2;1652434399;2022-05-13 11:33;9;8;10;225;SO;
2;1652434564;2022-05-13 11:36;9;8;10;225;SO;
2;1652434677;2022-05-13 11:37;9;8;9;225;SO;
2;1652434792;2022-05-13 11:39;9;8;10;225;SO;
2;1652434906;2022-05-13 11:41;9;8;10;225;SO;
